,年龄,工作,婚姻状况,学历,信用违约,房贷,个人贷款,通讯类型,联系日期,联系月份,通话时间,联系次数,距离上次联系的天数,活动前联系次数,上次营销活动的结果,本次活动结果
1494,27,服务业,单身,中学,否,否,否,手机,18,七月,217,1,-1,0,未知,否
1495,31,蓝领,已婚,中学,否,是,是,手机,23,七月,235,11,-1,0,未知,否
1496,44,没工作,单身,中学,否,否,否,手机,28,一月,255,1,-1,0,未知,否
1497,55,已退休,已婚,高等教育,否,否,是,手机,8,七月,256,1,-1,0,未知,否
1498,51,蓝领,离异,小学,否,否,否,座机,30,七月,41,2,-1,0,未知,否
1499,50,管理者,已婚,高等教育,否,否,是,未知,25,六月,75,1,-1,0,未知,否
1500,30,服务业,已婚,中学,否,是,否,手机,5,二月,192,4,-1,0,未知,否
1501,46,技术人员,已婚,中学,否,否,否,未知,28,五月,796,1,-1,0,未知,是
1502,49,行政,已婚,中学,否,否,否,手机,25,八月,220,3,-1,0,未知,否
1503,56,已退休,已婚,中学,否,是,是,手机,12,八月,614,2,-1,0,未知,否
1504,47,行政,离异,中学,否,否,否,手机,28,八月,1126,4,-1,0,未知,是
1505,30,行政,已婚,中学,否,否,否,座机,16,六月,161,2,-1,0,未知,否
1506,36,企业家,单身,中学,否,否,否,手机,25,七月,141,3,-1,0,未知,否
1507,40,管理者,已婚,高等教育,否,否,是,座机,25,七月,697,1,-1,0,未知,否
1508,37,技术人员,单身,中学,是,否,否,未知,9,六月,223,2,-1,0,未知,否
1509,42,行政,离异,中学,否,否,否,手机,30,一月,931,1,-1,0,未知,是
1510,45,技术人员,已婚,中学,否,是,否,手机,17,十一月,483,1,116,1,失败,否
1511,34,没工作,单身,中学,否,否,否,手机,17,十一月,63,2,-1,0,未知,否
1512,27,行政,单身,中学,否,否,否,手机,11,七月,271,5,-1,0,未知,否
1513,30,蓝领,已婚,中学,否,是,否,手机,15,五月,144,5,-1,0,未知,否
1514,32,技术人员,已婚,中学,否,是,是,手机,8,八月,79,3,-1,0,未知,否
1515,46,保姆,已婚,小学,否,是,否,座机,21,七月,171,1,-1,0,未知,否
1516,29,个体户,已婚,高等教育,否,是,否,手机,18,七月,73,4,-1,0,未知,否
1517,53,未知,已婚,未知,否,否,否,座机,28,一月,69,1,-1,0,未知,否
1518,32,技术人员,已婚,中学,否,否,否,手机,20,四月,60,1,343,4,失败,否
1519,49,没工作,已婚,中学,否,是,否,未知,14,五月,257,1,-1,0,未知,否
1520,35,管理者,已婚,高等教育,否,否,否,手机,4,五月,198,2,88,1,其他,否
1521,38,蓝领,已婚,中学,否,是,否,手机,13,四月,217,3,327,1,失败,否
1522,39,企业家,已婚,小学,否,是,是,手机,19,十一月,134,1,-1,0,未知,否
1523,34,技术人员,单身,中学,否,是,否,手机,26,五月,41,1,-1,0,未知,否
1524,42,蓝领,已婚,小学,否,是,是,手机,19,十一月,611,2,175,12,其他,否
1525,35,蓝领,单身,未知,否,是,否,未知,6,六月,216,3,-1,0,未知,否
1526,60,行政,已婚,中学,否,否,否,手机,6,八月,388,8,-1,0,未知,否
1527,57,技术人员,离异,中学,否,是,否,未知,5,五月,242,1,-1,0,未知,否
1528,31,蓝领,单身,中学,否,否,否,手机,7,七月,387,1,-1,0,未知,否
1529,29,管理者,单身,中学,否,否,否,手机,7,十月,90,1,-1,0,未知,否
1530,41,服务业,已婚,中学,否,是,否,座机,20,十一月,281,2,-1,0,未知,否
1531,46,蓝领,已婚,小学,否,是,否,手机,17,十一月,332,1,-1,0,未知,否
1532,33,技术人员,已婚,中学,否,否,否,手机,4,五月,218,1,-1,0,未知,是
1533,32,蓝领,单身,中学,否,是,否,未知,21,五月,650,2,-1,0,未知,否
1534,54,管理者,离异,高等教育,否,是,是,座机,18,十一月,1034,1,-1,0,未知,是
1535,37,服务业,已婚,中学,否,是,否,手机,8,五月,182,2,169,2,失败,否
1536,32,技术人员,单身,中学,否,否,否,手机,25,五月,156,1,-1,0,未知,否
1537,43,管理者,已婚,高等教育,否,是,否,手机,6,八月,171,3,-1,0,未知,否
1538,50,蓝领,离异,中学,否,是,否,座机,19,十一月,265,1,127,4,其他,否
1539,34,蓝领,已婚,中学,否,是,否,手机,20,四月,10,3,-1,0,未知,否
1540,31,行政,离异,中学,否,否,否,手机,16,七月,350,1,-1,0,未知,否
1541,43,个体户,已婚,中学,否,是,否,手机,17,十一月,65,1,131,1,失败,否
1542,49,企业家,已婚,中学,否,否,否,手机,23,七月,58,1,-1,0,未知,否
1543,22,学生,单身,未知,否,否,否,手机,3,七月,69,3,-1,0,未知,否
1544,35,管理者,已婚,高等教育,否,否,是,手机,29,一月,127,2,-1,0,未知,否
1545,56,行政,已婚,中学,否,是,否,座机,19,十一月,154,2,-1,0,未知,否
1546,53,蓝领,已婚,中学,否,否,否,座机,31,七月,36,4,-1,0,未知,否
1547,54,企业家,已婚,高等教育,否,否,是,手机,5,二月,85,7,196,3,失败,否
1548,32,服务业,单身,未知,否,是,否,手机,14,五月,362,1,287,13,失败,否
1549,41,个体户,已婚,中学,否,是,否,手机,11,五月,49,1,-1,0,未知,否
1550,40,蓝领,已婚,中学,否,是,否,手机,6,五月,410,1,-1,0,未知,否
1551,33,蓝领,已婚,小学,否,是,是,手机,8,五月,253,3,-1,0,未知,否
1552,33,管理者,单身,高等教育,否,否,否,手机,19,十一月,570,1,-1,0,未知,否
1553,34,蓝领,已婚,中学,否,是,否,手机,24,七月,633,7,-1,0,未知,否
1554,36,服务业,已婚,中学,否,是,否,未知,6,六月,82,4,-1,0,未知,否
1555,34,企业家,已婚,高等教育,否,是,是,手机,8,七月,164,1,-1,0,未知,否
1556,55,管理者,已婚,小学,否,否,是,未知,9,六月,175,3,-1,0,未知,否
1557,28,学生,单身,高等教育,否,否,否,手机,15,二月,659,4,-1,0,未知,是
1558,29,行政,单身,中学,否,是,否,手机,17,四月,139,2,-1,0,未知,否
1559,31,行政,单身,中学,否,是,否,未知,4,七月,43,11,-1,0,未知,否
1560,52,管理者,已婚,高等教育,否,是,否,手机,22,八月,343,5,-1,0,未知,否
1561,54,服务业,已婚,未知,否,否,是,手机,19,十一月,74,1,152,1,成功,否
1562,43,蓝领,已婚,小学,否,是,否,未知,15,五月,302,8,-1,0,未知,否
1563,55,企业家,已婚,中学,否,否,否,手机,14,七月,455,13,-1,0,未知,否
1564,28,蓝领,离异,未知,否,是,否,未知,28,五月,126,4,-1,0,未知,否
1565,45,没工作,离异,中学,否,是,是,手机,18,十一月,107,1,-1,0,未知,否
1566,45,企业家,已婚,小学,否,是,否,未知,14,五月,120,1,-1,0,未知,否
1567,51,管理者,已婚,高等教育,否,是,否,手机,18,十一月,727,4,-1,0,未知,否
1568,42,技术人员,单身,中学,否,是,否,未知,7,五月,275,4,-1,0,未知,否
1569,43,未知,单身,未知,否,否,否,座机,28,一月,41,1,-1,0,未知,否
1570,34,管理者,已婚,高等教育,否,否,否,手机,18,八月,61,4,-1,0,未知,否
1571,36,蓝领,已婚,小学,否,是,否,手机,15,五月,232,2,365,5,其他,否
1572,37,蓝领,已婚,中学,否,是,否,手机,10,七月,214,1,-1,0,未知,否
1573,50,蓝领,已婚,中学,否,是,否,座机,11,五月,21,1,-1,0,未知,否
1574,42,管理者,离异,未知,否,否,否,手机,16,二月,138,2,-1,0,未知,是
1575,34,蓝领,单身,小学,否,是,否,手机,18,五月,173,1,299,2,其他,否
1576,48,管理者,已婚,中学,否,是,否,手机,16,四月,635,1,-1,0,未知,否
1577,47,行政,已婚,中学,否,是,是,手机,14,七月,77,2,-1,0,未知,否
1578,40,管理者,已婚,高等教育,否,是,否,未知,12,六月,73,1,-1,0,未知,否
1579,37,管理者,已婚,高等教育,否,否,否,手机,18,一月,540,2,115,3,失败,否
1580,38,蓝领,已婚,小学,否,是,否,未知,3,六月,179,2,-1,0,未知,否
1581,29,技术人员,单身,高等教育,否,是,否,手机,17,七月,119,1,-1,0,未知,否
1582,46,蓝领,已婚,小学,否,是,否,座机,20,十一月,107,1,167,1,其他,否
1583,26,蓝领,已婚,中学,否,是,否,未知,19,五月,48,2,-1,0,未知,否
1584,30,服务业,单身,高等教育,否,是,否,未知,29,五月,447,4,-1,0,未知,否
1585,42,蓝领,已婚,中学,否,是,否,手机,17,七月,430,2,-1,0,未知,否
1586,42,管理者,单身,高等教育,否,否,否,手机,7,八月,64,2,-1,0,未知,否
1587,31,行政,单身,中学,否,是,否,未知,28,五月,217,5,-1,0,未知,否
1588,37,管理者,单身,高等教育,否,是,否,手机,7,五月,77,1,-1,0,未知,否
1589,26,蓝领,已婚,中学,否,是,否,未知,26,五月,16,11,-1,0,未知,否
1590,54,蓝领,已婚,未知,否,否,否,手机,4,八月,753,2,-1,0,未知,否
1591,70,已退休,已婚,中学,否,否,否,手机,26,四月,125,2,182,1,失败,否
1592,29,个体户,单身,中学,否,是,是,未知,28,五月,1210,1,-1,0,未知,否
1593,50,服务业,已婚,中学,否,是,否,手机,9,七月,185,1,-1,0,未知,否
1594,60,没工作,离异,中学,否,是,否,手机,4,二月,80,1,-1,0,未知,否
1595,32,技术人员,单身,中学,否,否,否,手机,19,八月,156,2,-1,0,未知,否
1596,32,技术人员,已婚,中学,否,否,是,手机,29,七月,403,3,-1,0,未知,否
1597,34,个体户,单身,高等教育,否,是,否,手机,17,十一月,145,2,-1,0,未知,否
1598,48,服务业,单身,小学,否,是,否,手机,12,五月,17,7,-1,0,未知,否
1599,25,学生,已婚,高等教育,否,是,否,手机,9,七月,160,1,-1,0,未知,否
1600,32,管理者,已婚,中学,否,是,是,手机,18,十一月,486,2,181,2,失败,否
1601,32,蓝领,已婚,小学,否,是,否,手机,3,二月,321,1,-1,0,未知,否
1602,47,行政,离异,中学,否,是,否,未知,9,五月,203,4,-1,0,未知,否
1603,32,技术人员,已婚,未知,否,否,否,手机,31,十二月,646,3,198,2,成功,否
1604,49,管理者,单身,高等教育,否,是,否,手机,8,七月,97,3,-1,0,未知,是
1605,53,服务业,已婚,中学,否,是,是,手机,16,四月,144,2,-1,0,未知,否
1606,41,蓝领,单身,未知,否,否,否,未知,20,六月,30,6,-1,0,未知,否
1607,47,管理者,离异,高等教育,否,否,是,手机,15,七月,82,2,-1,0,未知,否
1608,35,蓝领,已婚,小学,否,是,否,未知,13,五月,326,4,-1,0,未知,否
1609,33,管理者,单身,中学,否,否,否,手机,19,十一月,414,3,-1,0,未知,否
1610,49,蓝领,已婚,小学,否,是,否,手机,16,四月,285,5,-1,0,未知,否
1611,46,管理者,离异,高等教育,否,否,否,手机,11,八月,716,3,-1,0,未知,是
1612,29,管理者,离异,高等教育,否,是,是,未知,28,五月,449,4,-1,0,未知,否
1613,58,个体户,已婚,小学,否,是,否,未知,17,六月,16,3,-1,0,未知,否
1614,40,行政,单身,中学,否,是,否,未知,2,六月,65,1,-1,0,未知,否
1615,34,管理者,已婚,高等教育,否,是,否,手机,18,十一月,138,1,-1,0,未知,否
1616,60,已退休,已婚,小学,否,否,否,手机,10,七月,121,3,-1,0,未知,否
1617,43,管理者,已婚,高等教育,否,否,否,手机,27,五月,140,2,-1,0,未知,否
1618,50,蓝领,已婚,小学,否,是,否,手机,18,八月,256,6,-1,0,未知,否
1619,33,蓝领,已婚,中学,否,是,否,手机,31,七月,61,4,-1,0,未知,否
1620,37,蓝领,已婚,小学,否,是,否,手机,14,七月,367,2,-1,0,未知,否
1621,55,个体户,已婚,中学,否,是,否,座机,14,五月,9,5,174,12,其他,否
1622,45,蓝领,单身,小学,是,否,是,手机,15,七月,395,4,-1,0,未知,否
1623,47,蓝领,已婚,小学,否,否,是,手机,21,十一月,125,2,-1,0,未知,否
1624,58,技术人员,已婚,中学,否,否,否,未知,16,六月,580,3,-1,0,未知,否
1625,36,服务业,已婚,中学,否,是,否,手机,7,四月,15,1,316,1,失败,否
1626,55,技术人员,已婚,中学,否,是,否,未知,30,五月,119,2,-1,0,未知,否
1627,31,蓝领,已婚,中学,否,是,否,未知,20,五月,26,2,-1,0,未知,否
1628,38,技术人员,已婚,中学,否,是,是,手机,17,十一月,224,2,180,1,失败,否
1629,42,蓝领,已婚,中学,否,是,否,未知,29,五月,285,1,-1,0,未知,否
1630,32,管理者,离异,高等教育,否,是,否,未知,8,五月,399,4,-1,0,未知,否
1631,39,蓝领,已婚,中学,否,否,否,手机,30,七月,88,3,-1,0,未知,否
1632,41,技术人员,已婚,中学,否,是,否,手机,6,八月,185,4,-1,0,未知,否
1633,59,蓝领,已婚,小学,否,否,否,手机,28,一月,98,1,154,6,失败,否
1634,42,没工作,离异,中学,否,否,否,手机,28,一月,97,1,169,3,失败,否
1635,33,蓝领,已婚,中学,否,是,否,手机,14,五月,72,2,370,1,失败,否
1636,53,已退休,已婚,中学,否,否,否,手机,6,五月,109,1,87,2,失败,否
1637,43,蓝领,已婚,小学,否,是,否,未知,6,五月,208,3,-1,0,未知,否
1638,39,个体户,单身,高等教育,否,否,否,未知,18,六月,1029,1,-1,0,未知,是
1639,27,企业家,单身,中学,否,是,是,手机,5,五月,273,1,-1,0,未知,否
1640,39,管理者,已婚,高等教育,否,是,否,未知,23,五月,130,1,-1,0,未知,否
1641,27,蓝领,单身,中学,否,否,否,手机,26,二月,590,2,-1,0,未知,否
1642,33,行政,已婚,中学,否,是,否,手机,19,十一月,107,2,-1,0,未知,否
1643,29,服务业,离异,中学,否,是,否,未知,12,五月,88,2,-1,0,未知,否
1644,33,管理者,离异,高等教育,否,否,否,手机,13,八月,305,2,-1,0,未知,否
1645,41,企业家,已婚,中学,否,否,否,手机,19,十一月,90,2,-1,0,未知,否
1646,38,技术人员,单身,高等教育,否,是,否,手机,17,四月,222,1,-1,0,未知,否
1647,30,管理者,已婚,高等教育,否,是,否,手机,9,七月,127,1,-1,0,未知,否
1648,58,没工作,已婚,高等教育,否,否,否,座机,28,一月,38,1,-1,0,未知,否
1649,37,服务业,单身,中学,否,否,否,手机,14,五月,380,3,-1,0,未知,否
1650,36,行政,离异,中学,否,是,否,手机,7,四月,244,3,313,1,失败,否
1651,45,蓝领,已婚,小学,否,是,否,手机,28,八月,189,17,-1,0,未知,否
1652,23,技术人员,单身,中学,否,是,否,未知,4,六月,217,2,-1,0,未知,否
1653,53,蓝领,已婚,小学,否,否,否,手机,28,七月,388,3,181,1,成功,是
1654,44,蓝领,已婚,小学,否,是,否,未知,20,六月,22,3,-1,0,未知,否
1655,32,技术人员,单身,中学,否,否,否,手机,13,八月,289,2,-1,0,未知,否
1656,32,管理者,已婚,高等教育,否,是,否,手机,21,七月,221,8,-1,0,未知,否
1657,38,行政,已婚,高等教育,否,是,是,手机,31,七月,129,2,-1,0,未知,否
1658,47,蓝领,已婚,小学,否,是,否,手机,4,二月,147,2,264,4,其他,否
1659,34,服务业,单身,中学,否,是,否,未知,23,五月,299,1,-1,0,未知,否
1660,52,服务业,已婚,中学,否,是,否,未知,15,五月,543,12,-1,0,未知,否
1661,45,行政,单身,中学,否,是,否,手机,5,五月,247,1,-1,0,未知,否
1662,50,蓝领,已婚,小学,否,是,否,未知,8,五月,166,2,-1,0,未知,否
1663,52,蓝领,离异,小学,否,是,否,未知,15,五月,755,1,-1,0,未知,是
1664,37,蓝领,已婚,中学,否,否,否,未知,27,五月,336,2,-1,0,未知,否
1665,51,蓝领,已婚,中学,否,是,否,未知,29,五月,619,1,-1,0,未知,否
1666,32,管理者,已婚,高等教育,否,是,否,手机,5,五月,159,2,350,2,失败,否
1667,33,蓝领,已婚,中学,否,是,是,未知,23,五月,29,3,-1,0,未知,否
1668,28,没工作,已婚,中学,否,是,否,未知,4,六月,606,2,-1,0,未知,否
1669,66,管理者,已婚,高等教育,否,是,否,手机,23,六月,971,2,-1,0,未知,否
1670,31,服务业,单身,中学,否,是,否,未知,28,五月,231,2,-1,0,未知,否
1671,35,蓝领,已婚,小学,否,是,否,未知,7,五月,163,1,-1,0,未知,否
1672,47,服务业,单身,未知,否,否,否,手机,19,十月,385,2,-1,0,未知,是
1673,36,行政,单身,中学,否,否,否,座机,24,七月,119,2,-1,0,未知,否
1674,32,技术人员,单身,高等教育,否,否,是,手机,29,一月,348,1,-1,0,未知,否
1675,34,蓝领,已婚,小学,否,是,否,未知,31,三月,30,1,-1,0,未知,否
1676,40,行政,已婚,中学,否,是,否,手机,7,五月,249,2,169,1,失败,否
1677,33,个体户,已婚,高等教育,否,否,否,手机,4,五月,119,2,-1,0,未知,否
1678,39,蓝领,已婚,中学,否,是,否,手机,8,五月,177,1,-1,0,未知,否
1679,38,个体户,已婚,中学,否,是,否,未知,28,五月,110,5,-1,0,未知,否
1680,32,技术人员,单身,中学,否,否,否,手机,18,八月,594,4,-1,0,未知,是
1681,65,未知,已婚,未知,否,否,否,手机,12,一月,105,1,-1,0,未知,否
1682,34,没工作,单身,高等教育,否,否,否,手机,12,八月,123,1,-1,0,未知,否
1683,34,行政,单身,小学,否,是,是,手机,6,五月,172,4,-1,0,未知,否
1684,42,蓝领,单身,小学,否,是,是,手机,8,七月,178,1,-1,0,未知,否
1685,31,服务业,已婚,中学,否,是,是,手机,6,四月,230,1,-1,0,未知,否
1686,47,技术人员,已婚,中学,否,是,否,未知,20,六月,89,3,-1,0,未知,否
1687,44,技术人员,离异,中学,否,是,否,未知,15,五月,118,4,-1,0,未知,否
1688,38,保姆,已婚,中学,否,是,否,手机,28,七月,143,2,-1,0,未知,否
1689,28,管理者,单身,高等教育,否,是,否,未知,19,五月,7,1,-1,0,未知,否
1690,46,行政,单身,中学,否,是,否,未知,13,五月,104,2,-1,0,未知,否
1691,51,蓝领,离异,小学,否,否,是,未知,2,七月,220,2,-1,0,未知,否
1692,42,管理者,离异,高等教育,否,否,否,未知,20,六月,85,2,-1,0,未知,否
1693,37,技术人员,单身,中学,否,否,否,手机,16,二月,91,3,-1,0,未知,是
1694,58,没工作,已婚,高等教育,否,是,否,手机,5,二月,19,8,-1,0,未知,否
1695,43,行政,已婚,中学,否,否,否,手机,19,八月,574,1,84,3,成功,是
1696,36,管理者,单身,高等教育,否,是,否,手机,7,五月,49,1,-1,0,未知,否
1697,34,蓝领,已婚,中学,否,是,是,手机,2,二月,171,2,193,2,其他,否
1698,31,管理者,单身,高等教育,否,否,否,手机,2,二月,258,1,73,1,失败,是
1699,49,技术人员,已婚,未知,否,是,否,手机,18,十一月,41,2,-1,0,未知,否
1700,54,管理者,已婚,高等教育,否,是,否,手机,20,十一月,83,1,-1,0,未知,否
1701,29,没工作,单身,中学,否,否,否,座机,30,四月,95,1,-1,0,未知,否
1702,51,已退休,离异,中学,否,是,否,未知,30,五月,78,2,-1,0,未知,否
1703,40,没工作,离异,中学,否,是,否,手机,2,二月,134,1,266,7,失败,否
1704,35,管理者,单身,高等教育,否,是,否,手机,22,三月,215,1,-1,0,未知,是
1705,25,学生,单身,中学,否,否,否,手机,26,五月,226,2,-1,0,未知,是
1706,32,蓝领,单身,中学,否,是,否,手机,17,七月,1275,1,-1,0,未知,是
1707,30,个体户,已婚,中学,否,否,是,未知,17,七月,66,1,85,5,其他,否
1708,38,管理者,已婚,高等教育,否,是,否,手机,7,七月,196,3,-1,0,未知,否
1709,46,行政,已婚,中学,否,是,否,手机,27,三月,229,2,-1,0,未知,是
1710,43,没工作,已婚,小学,否,是,是,未知,15,五月,241,2,-1,0,未知,否
1711,32,技术人员,单身,高等教育,否,否,否,手机,20,十一月,354,2,-1,0,未知,否
1712,29,蓝领,单身,中学,否,是,否,手机,11,五月,471,3,-1,0,未知,否
1713,56,蓝领,已婚,中学,否,否,是,手机,30,一月,90,2,232,1,失败,否
1714,57,技术人员,已婚,小学,否,否,否,未知,5,六月,58,8,-1,0,未知,否
1715,38,行政,已婚,中学,否,是,否,未知,21,五月,379,2,-1,0,未知,否
1716,51,技术人员,已婚,小学,否,否,否,未知,20,六月,12,5,-1,0,未知,否
1717,35,行政,单身,高等教育,否,否,是,手机,30,四月,67,1,-1,0,未知,否
1718,37,蓝领,已婚,小学,否,否,否,未知,18,六月,165,7,-1,0,未知,否
